greek,southern_us,filipino,indian,jamaican,spanish,italian,mexican,chinese,british,thai,vietnamese,cajun_creole,brazilian,french,japanese,irish,korean,moroccan,russian,general,cuisine
1,0,0,11,0,1,1,7,3,0,4,1,1,1,0,1,0,0,2,0,4,indian
2,7,1,16,2,0,6,7,5,2,3,4,2,1,3,8,2,3,5,1,4,indian
2,1,0,8,0,0,2,4,9,0,14,7,1,0,0,6,0,2,2,0,6,thai
0,1,1,1,1,1,1,2,4,0,4,3,0,1,1,2,0,2,1,0,6,vietnamese
0,6,0,0,0,0,1,4,0,1,0,0,3,1,0,0,1,0,0,0,10,cajun_creole
3,7,1,5,3,5,8,17,3,0,6,4,5,4,4,7,0,2,3,0,12,mexican
0,1,0,0,0,0,1,3,2,0,1,1,0,0,1,0,0,0,0,0,4,mexican
2,5,0,1,1,3,5,5,2,1,1,1,3,0,3,1,1,0,1,1,4,southern_us
1,4,3,3,2,1,1,3,11,1,5,3,1,1,1,2,1,3,1,0,10,chinese
4,4,0,3,0,1,13,6,0,2,0,0,3,2,3,0,1,0,1,1,18,italian
2,1,0,4,0,1,7,4,7,1,6,4,2,0,2,6,0,5,1,1,10,korean
3,2,0,2,0,5,8,3,1,0,1,0,4,0,4,1,0,0,1,1,8,french
0,0,1,7,0,0,1,0,17,0,1,1,0,0,1,0,0,1,1,0,14,chinese
1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,14,british
1,3,0,9,4,2,2,6,1,0,3,1,4,1,1,5,0,1,3,0,14,indian
0,1,2,8,1,0,2,6,12,0,7,4,1,0,1,5,0,2,1,0,12,chinese
0,0,1,1,0,0,1,3,5,0,2,3,0,0,0,2,0,3,0,0,10,korean
3,5,4,4,3,1,3,6,7,1,5,4,3,0,2,4,1,5,2,1,18,chinese
1,3,1,16,2,3,3,10,4,0,6,1,2,2,1,6,0,2,4,0,14,indian
2,3,0,4,0,3,13,5,5,1,4,1,1,0,3,2,0,0,1,0,14,italian
5,5,0,3,1,4,12,5,4,1,5,2,5,0,5,0,0,0,3,1,8,italian
0,1,1,3,0,0,2,2,16,0,5,6,1,0,0,5,0,5,1,0,2,chinese
0,1,1,8,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,6,indian
1,8,0,0,1,0,6,4,0,1,1,0,3,0,2,0,1,0,0,0,10,southern_us
0,2,1,2,0,0,5,2,5,1,3,3,2,0,1,2,0,10,0,0,6,korean
0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,4,vietnamese
1,1,0,4,0,1,1,4,2,0,4,3,0,1,1,1,0,0,2,0,6,indian
0,2,0,0,0,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,4,japanese
2,2,1,7,1,3,4,3,1,1,1,1,2,2,2,1,1,1,3,1,18,moroccan
1,1,0,0,0,1,2,1,0,0,0,0,1,0,1,0,1,0,3,0,6,moroccan
2,3,1,3,1,2,15,6,3,0,4,2,3,2,5,1,0,0,1,0,8,italian
1,2,3,9,2,1,2,3,9,1,7,4,1,0,1,3,1,3,0,0,18,indian
0,2,0,0,0,0,2,16,2,0,2,0,2,0,0,0,0,0,0,0,0,mexican
0,0,0,1,0,2,6,9,1,0,1,1,2,1,1,0,0,0,1,0,6,mexican
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mexican
1,6,0,2,1,0,3,2,2,3,0,0,2,0,3,2,2,0,0,2,10,southern_us
2,5,4,5,3,2,4,6,17,1,9,7,2,1,3,5,1,5,2,0,8,chinese
0,4,1,1,1,1,1,1,1,0,1,1,6,1,1,1,0,1,0,0,8,cajun_creole
1,3,0,2,1,5,9,2,1,1,0,1,2,0,6,0,1,0,2,1,22,french
3,3,1,4,1,2,5,5,3,0,1,0,2,2,2,2,0,1,2,0,4,indian
4,6,5,5,2,3,6,7,13,1,8,6,8,1,4,6,2,6,1,0,20,chinese
1,9,0,3,2,1,3,4,2,2,1,1,6,1,2,0,0,1,0,0,16,southern_us
2,4,0,3,0,2,7,2,1,4,0,0,1,0,8,1,1,0,1,1,10,french
5,11,7,10,6,6,16,10,28,2,25,15,5,3,7,11,3,12,5,0,30,thai
1,4,0,3,1,2,2,5,2,0,2,2,1,2,0,2,0,0,1,0,8,mexican
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,mexican
0,5,0,0,2,0,3,1,1,3,0,0,0,0,4,1,0,0,0,0,10,french
3,5,1,0,0,3,8,4,2,2,1,0,5,4,5,1,2,0,1,2,4,italian
1,1,0,2,0,1,3,0,1,1,0,0,0,0,4,0,0,0,1,0,4,italian
4,4,1,1,2,3,8,2,4,0,2,2,3,1,8,0,1,0,3,2,4,french
1,3,0,3,0,1,3,0,1,0,1,1,0,0,1,0,0,0,2,0,2,greek
1,0,1,1,0,0,9,3,0,0,0,0,0,0,2,0,0,0,0,0,4,italian
5,7,0,8,5,3,8,8,1,5,1,0,5,2,6,1,4,0,5,3,20,indian
0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,4,filipino
1,4,0,1,2,2,3,0,2,1,0,0,2,0,4,0,2,0,3,0,20,french
4,4,3,14,3,5,9,6,3,1,4,3,2,2,2,5,1,1,7,1,12,moroccan
3,3,0,6,1,1,3,4,0,0,2,1,2,2,3,1,1,0,3,0,12,indian
2,2,3,3,0,1,3,2,8,0,9,13,0,0,0,3,0,3,0,1,12,vietnamese
0,1,0,3,1,2,1,3,7,0,6,5,0,2,1,4,0,2,2,0,2,thai
2,9,0,6,3,2,7,21,5,1,5,2,5,2,2,3,1,1,3,1,6,mexican
1,5,0,5,4,3,2,14,4,0,7,3,2,5,1,3,0,1,2,0,10,mexican
0,0,6,1,0,0,1,0,7,0,3,2,0,0,1,1,0,2,0,0,12,filipino
4,3,0,2,1,3,15,5,2,1,2,0,4,2,4,0,0,1,1,2,12,italian
2,8,3,4,3,3,5,7,16,3,6,5,6,1,4,5,3,3,0,1,14,chinese
1,0,0,0,0,1,10,2,0,0,0,0,0,0,1,0,0,1,1,0,4,italian
2,7,0,1,1,3,5,4,4,1,2,2,10,1,3,1,1,2,0,0,20,cajun_creole
2,1,4,5,1,0,5,4,4,0,3,2,0,0,0,3,0,5,1,1,6,korean
0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4,russian
5,4,1,4,2,3,14,7,3,1,3,1,5,2,6,2,0,2,2,1,10,italian
1,4,0,2,1,0,1,1,1,1,0,0,1,0,2,1,3,0,0,2,12,irish
1,3,2,2,1,2,7,5,2,0,7,6,0,2,1,2,0,1,1,0,12,vietnamese
0,1,1,2,0,0,1,1,6,0,3,2,1,0,0,5,0,2,1,0,8,japanese
0,3,7,2,0,0,4,4,19,0,9,9,1,0,0,6,0,6,0,0,22,chinese
1,4,0,2,1,1,3,2,2,2,0,0,3,0,2,0,1,0,0,1,4,cajun_creole
1,3,1,0,0,0,8,3,0,0,0,0,1,0,1,0,0,0,0,0,4,italian
2,4,0,2,1,1,2,3,2,2,0,0,0,0,4,0,2,0,1,2,12,french
5,4,0,9,1,3,6,7,3,1,3,2,2,3,3,1,1,0,11,1,8,moroccan
0,3,0,1,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,4,southern_us
2,9,3,9,3,0,5,12,5,0,8,5,2,5,2,3,0,1,3,0,12,brazilian
1,1,0,1,0,0,2,4,10,0,6,3,0,0,0,2,0,2,0,0,10,chinese
0,0,1,1,0,0,3,0,4,0,2,2,0,0,0,2,0,4,1,2,10,korean
6,6,0,2,0,3,18,7,1,0,3,2,5,1,6,1,0,1,2,0,10,italian
3,6,0,1,1,1,10,6,1,2,0,0,5,2,4,1,3,0,1,2,6,italian
2,2,0,0,1,2,6,1,1,1,0,0,1,0,2,0,0,0,0,0,2,italian
0,2,0,3,0,4,5,2,0,0,0,0,3,0,2,1,0,0,3,0,12,spanish
2,8,1,5,1,2,5,5,2,1,2,1,3,1,3,2,1,1,1,0,10,southern_us
5,6,0,4,0,2,12,4,1,1,1,1,3,2,6,0,1,0,3,2,6,italian
0,0,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,italian
2,2,1,1,0,3,10,4,1,0,2,2,2,1,5,0,0,0,1,2,16,french
2,2,0,1,0,1,8,4,1,1,2,1,0,0,3,0,0,0,1,0,4,italian
1,1,0,0,0,0,9,6,3,0,0,0,3,0,0,0,0,0,0,0,12,italian
1,1,3,3,1,0,2,10,2,0,2,2,1,0,1,1,0,0,1,0,10,mexican
5,0,0,3,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,14,greek
0,3,0,1,1,2,6,2,1,1,0,0,1,0,6,0,1,0,1,1,16,french
1,3,1,2,1,2,3,1,1,1,2,1,0,0,2,0,1,0,2,1,10,spanish
0,0,0,0,0,0,2,0,4,0,0,2,0,0,2,7,0,2,0,0,6,japanese
2,4,0,3,0,2,8,6,2,0,2,2,4,2,1,2,0,1,2,0,12,italian
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,japanese
3,1,0,1,0,1,6,2,1,2,1,1,1,0,1,0,1,0,2,1,8,greek
1,1,0,0,0,1,4,1,2,1,0,0,0,0,2,6,0,1,0,0,8,japanese
1,2,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,2,1,0,10,chinese
0,4,0,1,0,2,2,8,2,0,2,2,1,2,0,2,0,0,1,0,2,mexican
1,3,1,1,1,1,5,3,1,0,1,1,1,0,1,1,0,0,1,0,4,italian
1,4,3,6,4,2,5,6,5,1,14,6,2,2,2,4,0,3,1,1,12,thai
0,1,1,1,0,1,2,1,8,0,2,2,0,0,1,2,0,1,0,0,8,chinese
3,3,0,2,0,2,4,4,1,0,3,2,0,1,1,2,0,1,1,1,8,mexican
2,5,2,5,1,2,15,6,4,3,2,2,3,1,11,2,2,1,0,1,18,british
0,1,0,1,0,1,2,1,1,0,0,0,0,0,1,9,0,2,0,0,2,japanese
1,4,2,2,0,2,3,13,2,0,3,3,2,2,1,3,0,0,2,0,8,mexican
4,7,0,6,3,5,9,22,3,2,7,2,4,4,4,4,2,1,4,1,12,mexican
0,6,0,0,0,0,2,4,1,0,0,0,2,0,1,0,0,0,0,0,10,southern_us
0,2,1,12,1,1,2,4,1,0,4,1,1,0,1,3,0,1,2,0,8,indian
1,6,1,5,2,3,4,6,4,1,3,2,12,0,2,5,1,1,1,0,20,cajun_creole
0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,11,0,2,0,0,6,japanese
12,7,1,6,4,4,11,8,1,4,1,0,4,2,9,1,2,0,5,2,22,greek
0,3,2,8,0,1,2,6,8,0,5,4,1,0,0,4,0,3,1,0,18,chinese
1,4,2,2,2,3,4,11,10,0,9,8,2,2,1,4,0,3,0,0,2,thai
1,2,3,1,1,1,6,4,11,0,5,4,4,0,2,3,0,1,0,0,12,chinese
2,5,0,2,0,1,3,3,1,1,1,1,4,1,1,1,1,1,1,1,4,cajun_creole
1,4,1,6,2,1,2,5,3,0,4,4,2,3,0,3,0,1,6,0,10,indian
1,1,0,1,0,0,16,3,3,0,2,1,1,0,2,0,0,0,0,0,0,italian
0,4,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,2,brazilian
1,4,2,3,2,1,3,18,3,2,2,2,3,2,1,2,1,2,0,1,0,mexican
1,4,2,3,1,2,6,6,11,0,6,6,4,2,2,5,0,3,1,0,0,chinese
2,2,1,2,1,1,7,5,3,0,2,1,2,1,2,2,0,0,1,0,4,italian
0,2,0,1,0,0,10,2,0,1,1,0,1,0,5,0,0,0,1,0,8,french
1,2,0,2,0,0,2,10,0,3,1,1,2,1,1,2,1,0,0,1,14,mexican
10,4,0,3,0,4,13,9,4,0,3,2,5,0,4,1,0,2,1,2,8,greek
4,3,0,4,0,1,2,2,1,1,1,1,1,0,1,1,1,1,0,5,8,russian
1,6,0,2,1,0,3,3,1,2,0,0,3,0,2,1,2,0,0,2,12,southern_us
1,1,0,2,1,0,2,1,3,4,1,0,1,0,0,2,0,1,0,0,4,irish
3,3,6,4,1,1,4,4,13,0,12,11,0,1,1,5,0,5,0,0,8,vietnamese
1,12,0,4,1,0,8,5,1,3,0,0,4,0,6,1,3,0,0,4,8,southern_us
3,6,0,7,5,1,3,3,1,2,2,2,2,0,2,3,2,1,3,0,20,jamaican
0,3,0,2,1,1,0,5,0,0,1,0,1,0,2,1,0,0,0,0,16,indian
0,1,1,2,1,1,1,2,9,0,3,2,1,0,0,6,0,6,1,0,10,korean
4,2,1,5,0,4,16,4,2,1,2,0,3,1,5,2,0,2,2,1,2,italian
1,2,0,0,0,1,11,3,0,0,0,0,2,1,2,0,0,0,0,0,8,italian
3,4,0,3,1,4,14,5,1,1,1,0,4,1,4,1,1,0,2,0,8,italian
0,1,0,0,0,0,7,0,2,0,1,1,1,0,4,1,0,0,0,0,6,french
1,5,0,1,1,2,9,2,1,0,0,0,2,1,8,1,1,0,3,1,4,italian
0,3,3,3,2,2,5,7,5,0,14,7,2,3,2,5,0,4,1,0,8,thai
3,7,3,9,3,4,5,21,6,1,4,5,6,4,3,4,1,1,4,1,14,mexican
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,italian
4,3,0,2,1,1,12,3,1,1,1,0,3,2,3,0,1,0,2,1,22,italian
0,2,3,8,1,3,3,5,5,0,10,6,0,2,1,3,0,1,2,0,6,thai
9,5,0,4,1,3,11,4,0,2,2,1,2,0,5,0,1,0,6,0,10,greek
3,9,0,3,0,4,10,9,0,0,0,0,11,2,4,0,1,0,2,1,12,southern_us
0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,12,mexican
4,3,0,2,0,3,16,5,3,1,2,1,2,0,4,0,0,2,0,1,6,italian
3,4,0,2,0,3,13,3,1,1,1,0,3,1,3,0,1,0,2,2,10,italian
0,3,1,3,2,2,4,5,2,0,2,1,2,2,0,1,0,1,0,0,2,cajun_creole
4,4,1,4,1,4,6,9,6,0,9,7,2,1,3,3,0,3,3,1,12,thai
0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,mexican
0,5,0,2,1,0,1,2,1,1,0,0,0,0,0,0,4,0,0,0,6,irish
2,2,1,2,0,0,0,2,5,0,3,2,0,0,0,5,0,2,0,0,6,japanese
3,3,0,2,1,2,7,11,0,1,1,0,3,1,3,1,1,0,1,1,6,mexican
3,3,0,1,0,3,11,1,0,1,0,0,0,0,4,0,0,0,1,0,12,italian
1,2,0,2,0,2,5,9,1,1,1,1,0,1,2,2,1,0,1,1,8,mexican
6,2,0,3,0,2,9,4,0,1,0,0,3,2,3,0,1,0,2,1,10,italian
2,3,1,2,1,2,9,5,4,1,2,1,4,2,4,1,1,0,2,1,14,italian
0,4,0,0,1,1,3,3,1,2,0,0,3,0,1,1,1,0,0,0,16,southern_us
1,2,0,13,0,0,1,4,2,0,5,3,1,0,0,3,0,0,3,0,4,indian
0,1,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,4,italian
2,2,0,0,0,2,8,1,0,1,1,0,1,0,3,0,0,0,1,0,16,french
0,1,1,1,0,0,2,0,3,0,1,1,0,0,1,7,0,2,2,0,12,japanese
2,12,0,1,3,2,4,4,2,0,1,0,7,0,3,1,2,0,1,0,26,southern_us
3,3,1,3,0,3,8,8,0,0,1,1,3,1,2,0,0,0,1,0,8,italian
2,3,0,3,1,3,3,8,3,0,2,1,2,2,1,2,0,0,2,0,18,mexican
1,6,0,1,1,1,5,4,0,3,0,0,3,0,2,0,2,0,0,1,6,british
5,7,1,10,5,4,10,27,5,2,5,3,6,4,4,5,2,2,3,1,18,mexican
1,6,0,0,1,0,4,4,1,1,0,0,2,0,2,1,2,0,0,2,6,mexican
0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,14,french
1,0,1,5,1,0,0,0,0,0,1,1,0,0,1,1,0,0,4,0,16,moroccan
0,2,2,1,0,0,6,4,13,0,4,4,1,0,1,4,0,3,1,0,6,chinese
3,5,0,2,0,1,4,2,2,0,2,2,0,0,3,4,0,12,1,1,14,korean
0,1,0,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,8,indian
0,0,2,1,0,0,0,0,8,0,2,3,0,0,1,1,0,1,0,0,10,chinese
0,7,0,1,0,0,2,4,0,2,0,0,1,0,1,0,1,0,0,1,10,southern_us
2,1,0,0,1,2,9,2,0,1,1,1,2,0,2,0,1,0,0,0,10,italian
1,2,0,4,0,2,2,6,2,0,3,2,1,1,1,1,0,0,3,1,8,mexican
0,6,0,0,1,1,2,2,1,1,0,0,5,0,1,1,1,0,0,0,12,southern_us
6,12,0,8,4,7,14,13,2,0,4,1,12,2,7,1,1,0,5,0,18,cajun_creole
0,5,0,2,0,1,4,1,0,1,0,0,0,0,2,0,1,0,0,0,12,southern_us
4,3,0,2,1,5,10,4,0,2,0,0,3,1,7,0,3,1,2,3,6,spanish
0,2,0,5,1,2,10,2,2,0,0,0,2,0,6,0,0,0,1,0,8,italian
0,8,6,13,4,3,8,12,17,1,13,14,5,5,3,12,0,9,6,0,12,vietnamese
1,1,2,2,0,1,3,1,8,1,4,4,0,0,1,6,1,10,0,1,12,korean
2,1,4,7,0,1,4,4,17,0,7,8,1,0,0,4,0,4,3,0,14,chinese
1,2,0,2,1,0,1,2,0,1,0,0,1,0,1,0,1,0,1,0,10,italian
2,9,0,1,3,0,6,5,0,2,0,0,4,0,4,0,2,0,1,0,10,southern_us
1,3,7,1,2,1,2,3,2,1,3,2,2,0,2,1,1,1,1,0,14,filipino
0,0,4,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,14,filipino
0,1,0,2,0,1,1,0,1,1,3,0,0,0,0,3,0,0,0,0,12,chinese
2,1,1,2,0,2,6,1,1,1,1,0,1,1,2,1,1,0,2,1,10,italian
2,2,0,2,0,2,6,2,1,1,1,1,2,1,2,0,1,0,2,2,10,italian
1,13,1,2,4,4,5,4,3,1,1,1,12,2,4,2,2,1,1,0,18,southern_us
3,8,0,3,3,1,11,2,0,4,1,2,4,0,4,0,3,0,2,2,16,british
0,4,1,2,0,2,8,2,2,1,1,0,2,1,9,1,1,0,1,1,12,french
1,2,0,1,0,1,4,6,1,0,1,1,0,1,1,1,0,0,1,0,6,mexican
0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,4,mexican
1,4,2,4,3,2,2,8,3,0,4,2,3,1,1,4,0,1,3,0,8,mexican
0,2,2,3,0,0,1,0,5,1,1,2,1,0,2,2,0,1,0,0,4,chinese
0,1,1,2,0,0,2,1,10,0,5,4,1,0,0,3,0,3,0,0,8,chinese
2,5,0,4,4,4,4,6,2,1,3,0,4,1,2,2,1,2,3,0,8,mexican
1,2,0,1,0,1,4,2,1,2,1,0,4,1,10,0,3,0,1,1,10,irish
3,6,0,3,1,3,10,3,0,3,0,0,3,1,6,0,3,0,1,3,8,italian
0,4,1,1,1,1,0,2,1,0,1,1,0,5,0,1,0,0,0,0,0,brazilian
0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,mexican
0,3,0,1,4,2,2,3,3,0,2,0,2,0,2,0,1,2,0,0,16,jamaican
2,3,0,1,1,2,3,4,0,2,0,0,3,1,5,0,4,0,3,1,14,irish
2,3,0,2,1,2,7,1,0,2,0,0,1,0,2,0,2,0,1,1,6,italian
3,2,0,1,0,2,12,2,1,0,1,0,1,0,3,0,0,0,2,0,14,italian
3,4,0,4,1,4,5,4,3,2,2,0,5,0,2,2,1,0,0,0,12,cajun_creole
4,0,0,1,0,0,1,3,1,0,1,0,1,0,0,1,0,0,0,0,8,greek
1,2,1,4,1,1,2,13,2,1,2,2,1,1,2,2,1,0,2,0,6,mexican
1,3,1,2,2,1,6,7,2,0,2,1,3,1,2,2,0,1,2,0,0,mexican
1,4,0,7,3,3,3,10,4,0,5,3,3,3,1,5,0,1,4,0,14,mexican
3,2,0,1,0,1,7,4,1,0,0,0,3,2,2,0,0,0,2,1,4,italian
1,10,1,3,3,1,2,2,1,3,1,1,2,1,3,1,2,1,1,0,8,southern_us
2,7,1,5,3,4,8,12,4,2,4,2,3,2,3,4,2,1,5,2,8,spanish
3,4,0,1,1,1,7,5,1,0,2,1,4,1,3,0,0,0,1,0,14,italian
8,4,0,7,1,3,8,5,1,1,4,3,2,2,3,1,0,0,10,1,10,moroccan
2,3,0,2,2,3,9,4,3,2,2,0,7,2,8,1,2,1,1,2,6,french
3,7,0,3,0,3,9,14,1,1,3,1,4,1,2,1,1,0,1,2,4,mexican
3,4,0,4,7,1,2,5,3,5,1,0,2,0,3,1,3,0,3,1,20,jamaican
2,4,0,0,0,1,11,4,0,1,1,1,1,0,4,0,0,1,1,0,12,french
2,3,0,3,0,1,9,7,1,1,0,0,2,1,6,1,0,0,1,2,6,mexican
2,2,0,11,0,2,2,3,1,1,3,1,0,0,3,4,1,0,3,0,6,indian
1,5,3,6,3,3,4,8,8,0,11,9,3,3,3,5,0,2,2,0,6,vietnamese
0,4,0,2,1,1,4,13,3,0,2,0,3,0,1,2,0,2,1,0,2,mexican
3,3,1,2,1,2,5,5,1,1,1,1,3,1,6,1,1,1,2,1,14,french
2,1,0,1,0,1,8,2,1,0,1,0,2,0,1,0,0,1,0,1,14,italian
0,0,1,1,0,0,0,2,1,0,1,1,0,1,0,1,0,0,1,0,8,filipino
2,3,0,1,1,1,9,2,1,0,1,0,2,0,4,0,0,0,1,1,14,italian
1,8,0,4,1,1,6,4,2,1,2,0,3,0,2,1,1,0,1,0,14,irish
8,9,0,6,5,2,15,6,2,4,2,1,5,0,10,0,2,1,4,3,14,greek
3,9,0,4,0,1,3,2,1,1,2,2,0,2,1,1,0,2,1,2,2,irish
2,2,1,1,1,1,9,4,1,0,2,2,3,2,3,1,0,1,0,0,2,italian
0,1,2,13,1,0,3,1,0,1,0,0,0,0,2,1,1,0,1,0,8,indian
0,2,2,1,0,0,0,0,5,0,6,3,0,0,0,0,0,1,0,0,4,vietnamese
1,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,6,italian
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,italian
3,3,0,3,2,2,4,11,2,0,2,1,1,3,2,4,0,0,1,0,10,mexican
0,3,3,3,1,2,1,5,7,0,9,6,0,2,0,4,0,2,1,0,10,thai
2,4,1,1,0,1,2,4,2,0,3,3,1,0,1,1,0,1,0,1,4,japanese
2,6,3,13,4,3,2,8,5,1,7,5,2,4,2,6,0,1,5,0,12,indian
0,5,0,3,0,0,0,1,1,0,2,0,4,0,0,0,0,0,0,0,26,cajun_creole
3,12,0,5,4,3,4,9,3,2,4,1,7,1,4,3,1,2,3,0,6,southern_us
1,7,0,6,2,6,7,18,4,0,7,5,4,3,2,5,0,1,4,0,12,mexican
0,2,0,6,1,0,0,4,0,0,2,1,0,0,0,2,0,0,3,0,8,indian
2,3,0,3,1,2,8,7,3,0,4,2,3,1,3,1,0,0,2,0,14,mexican
1,0,0,0,0,1,4,1,0,0,0,0,1,0,6,0,0,0,0,1,2,french
2,5,0,6,2,3,6,21,2,1,3,2,2,4,4,1,1,0,4,1,6,mexican
1,4,2,4,3,3,4,5,5,0,4,3,4,2,2,3,0,3,3,1,8,chinese
3,6,0,3,2,2,16,5,0,1,0,0,4,2,7,0,2,0,2,1,16,italian
0,2,1,2,1,1,3,6,2,0,3,3,0,3,0,3,0,0,1,0,6,mexican
1,2,1,3,1,1,3,3,4,0,3,2,2,1,0,3,0,3,1,0,14,korean
4,6,0,7,5,1,3,5,0,3,2,2,2,1,3,1,3,0,5,1,6,moroccan
0,1,0,3,1,2,1,3,2,0,2,2,0,2,1,2,0,0,2,0,4,mexican
0,3,0,2,0,3,13,3,4,2,1,0,2,0,8,1,1,1,1,2,10,italian
2,10,0,2,2,1,8,3,1,3,0,0,4,0,7,1,2,0,0,2,10,southern_us
1,6,0,2,1,2,5,14,3,0,1,0,4,0,1,1,1,1,0,1,4,mexican
1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,4,italian
0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,french
3,3,0,1,0,0,10,4,1,0,1,1,3,1,1,0,0,1,0,0,6,italian
0,4,1,1,2,0,1,2,0,2,0,0,1,1,2,0,1,0,0,1,4,mexican
2,2,0,1,0,1,12,4,1,0,2,2,3,1,4,0,0,2,1,0,4,italian
0,0,0,1,0,1,4,1,1,1,1,0,1,0,1,3,0,1,0,1,4,japanese
0,2,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,12,mexican
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,french
0,2,1,1,1,2,3,6,1,0,2,2,0,2,1,2,0,0,0,0,6,mexican
0,2,1,16,0,0,1,2,2,0,2,2,1,0,1,2,1,1,1,0,4,indian
1,2,0,2,1,1,3,1,2,1,0,0,1,0,2,1,3,0,1,1,12,italian
2,7,4,7,4,3,4,12,9,0,15,7,4,4,3,3,1,3,3,0,22,thai
2,5,9,3,2,3,6,5,16,1,9,7,3,1,4,6,2,5,0,0,14,chinese
2,5,6,5,2,3,5,7,26,1,11,10,3,2,3,5,1,5,1,0,12,chinese
0,4,1,24,2,1,3,5,4,0,6,3,1,1,4,6,0,2,5,0,18,indian
2,4,1,3,1,2,4,11,1,2,1,1,2,2,2,1,2,0,1,2,8,mexican
0,1,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,10,southern_us
2,3,0,2,1,0,2,3,1,2,0,0,2,1,4,1,2,0,0,2,14,southern_us
2,6,0,4,3,3,8,14,4,0,3,1,5,3,3,2,0,2,3,0,8,mexican
3,5,0,1,1,1,4,13,2,1,0,0,3,0,2,1,2,0,0,2,8,mexican
3,4,1,3,2,1,12,4,1,1,1,1,2,1,4,1,1,0,1,0,16,italian
0,1,1,3,1,0,0,2,3,0,4,3,0,1,1,4,0,1,2,0,10,japanese
1,5,0,1,1,0,3,4,2,2,0,0,3,0,3,1,3,0,1,3,4,southern_us
1,1,0,0,0,1,6,1,0,0,0,0,2,1,3,0,0,0,1,1,2,italian
2,0,1,1,0,2,10,2,1,1,2,1,0,0,3,1,0,0,1,0,16,italian
1,1,0,1,0,0,10,2,0,0,1,0,0,0,3,0,0,0,1,0,6,italian
2,4,0,3,4,3,7,15,2,0,4,2,2,4,3,3,0,0,3,0,8,mexican
4,4,0,2,2,3,18,5,1,0,2,2,4,2,3,2,0,2,1,0,8,italian
0,3,0,0,1,1,2,2,1,2,1,0,4,0,1,0,0,0,0,0,2,cajun_creole
2,2,1,1,1,0,5,3,1,0,1,1,2,1,2,1,0,0,1,0,6,italian
4,6,1,0,0,2,11,4,0,1,1,1,1,0,5,0,1,0,0,0,4,italian
4,4,0,2,0,4,14,4,1,1,1,1,3,2,5,0,1,0,2,2,6,italian
0,2,1,2,2,2,4,9,2,0,2,1,3,2,1,1,0,1,0,0,6,mexican
4,6,0,1,0,1,9,7,3,0,2,2,4,2,3,2,1,2,0,1,10,italian
5,5,1,4,2,5,10,4,4,2,1,1,3,1,5,2,2,1,3,1,24,french
0,6,0,1,0,0,6,1,2,1,2,1,1,0,3,1,0,1,0,0,4,southern_us
0,1,1,1,0,0,1,2,1,0,1,1,0,0,0,1,3,1,0,1,6,irish
0,3,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,2,mexican
1,3,0,0,0,2,11,1,0,0,1,1,3,0,3,0,0,0,0,1,8,italian
2,1,0,1,2,0,3,15,1,0,0,0,0,0,0,0,0,0,0,0,8,mexican
1,3,1,7,1,1,1,3,2,0,3,2,2,2,1,2,0,1,1,0,16,indian
